,0,y,sr,zcr,X,S,MFCC,Scaled MFCC
0,Beatles/tracks/A Day In The Life.mp3,[0.03203239 0.06750575 0.08942147 ... 0.         0.         0.        ],22050,[[0.06689453 0.09667969 0.13427734 ... 0.         0.         0.        ]],"[[-1.8855033e+00+0.0000000e+00j -9.2464143e-01+0.0000000e+00j
   4.2730421e-02+0.0000000e+00j ...  0.0000000e+00+0.0000000e+00j
   0.0000000e+00+0.0000000e+00j  0.0000000e+00+0.0000000e+00j]
 [ 1.9374546e+00-9.1940344e-17j -2.9412756e-02+9.6886581e-01j
  -5.5757675e-02+1.3997795e-02j ...  0.0000000e+00+0.0000000e+00j
   0.0000000e+00+0.0000000e+00j  0.0000000e+00+0.0000000e+00j]
 [-2.0642631e+00-2.3690866e-17j  1.0063142e+00+1.2855949e-01j
   5.2666131e-02-9.8368928e-02j ...  0.0000000e+00-0.0000000e+00j
   0.0000000e+00-0.0000000e+00j  0.0000000e+00-0.0000000e+00j]
 ...
 [-3.2734592e-02+1.6073402e-16j  1.6265105e-02+1.7137389e-04j
   8.0792255e-05-2.0665937e-04j ...  0.0000000e+00+0.0000000e+00j
   0.0000000e+00+0.0000000e+00j  0.0000000e+00+0.0000000e+00j]
 [ 3.2809723e-02-1.6306401e-16j -6.1587351e-05-1.6546166e-02j
  -1.8735111e-04+7.3970972e-05j ...  0.0000000e+00+0.0000000e+00j
   0.0000000e+00+0.0000000e+00j  0.0000000e+00+0.0000000e+00j]
 [-3.2785095e-02+0.0000000e+00j -1.6245801e-02+0.0000000e+00j
   2.2625216e-04+0.0000000e+00j ...  0.0000000e+00+0.0000000e+00j
   0.0000000e+00+0.0000000e+00j  0.0000000e+00+0.0000000e+00j]]","[[  5.508546    -0.6805331  -27.385256   ... -36.353764   -36.353764
  -36.353764  ]
 [  5.744631    -0.27072644 -24.808474   ... -36.353764   -36.353764
  -36.353764  ]
 [  6.2953014    0.12497999 -19.048248   ... -36.353764   -36.353764
  -36.353764  ]
 ...
 [-29.699862   -35.77438    -36.353764   ... -36.353764   -36.353764
  -36.353764  ]
 [-29.679949   -35.62599    -36.353764   ... -36.353764   -36.353764
  -36.353764  ]
 [-29.68647    -35.785175   -36.353764   ... -36.353764   -36.353764
  -36.353764  ]]","[[-106.14636204  -98.36427527  -92.74788047 ... -559.51519542
  -559.51519542 -559.51519542]
 [ 103.10371786   98.37746788   99.4225883  ...    0.
     0.            0.        ]
 [ -59.2825409   -54.28576369  -50.94256492 ...    0.
     0.            0.        ]
 ...
 [   3.99678768    5.3750146     4.23049713 ...    0.
     0.            0.        ]
 [   7.54968281    0.81079231   -7.73245541 ...    0.
     0.            0.        ]
 [   5.99437549    6.43822689    3.19831651 ...    0.
     0.            0.        ]]","[[ 0.60018986  0.65527634  0.6950327  ... -2.60903855 -2.60903855
  -2.60903855]
 [-0.0777879  -0.19168927 -0.16650214 ... -2.56256004 -2.56256004
  -2.56256004]
 [-1.7993109  -1.65563819 -1.55951095 ... -0.0947556  -0.0947556
  -0.0947556 ]
 ...
 [ 0.52149845  0.73477873  0.55766493 ... -0.09700346 -0.09700346
  -0.09700346]
 [ 2.0843815   1.01491126 -0.34091269 ...  0.88623752  0.88623752
   0.88623752]
 [ 1.08200211  1.15712475  0.60876415 ...  0.06744338  0.06744338
   0.06744338]]"
1,Beatles/tracks/A Hard Day's Night.mp3,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.5393409e-05 3.8015143e-05
 1.4196143e-04]",22050,[[0.         0.         0.         ... 0.15722656 0.15039062 0.11181641]],"[[ 0.00000000e+00+0.0000000e+00j  0.00000000e+00+0.0000000e+00j
   0.00000000e+00+0.0000000e+00j ... -1.90021396e-02+0.0000000e+00j
  -5.73932612e-03+0.0000000e+00j  1.15868058e-02+0.0000000e+00j]
 [ 0.00000000e+00+0.0000000e+00j  0.00000000e+00+0.0000000e+00j
   0.00000000e+00+0.0000000e+00j ...  1.82751175e-02+1.2802794e-04j
   2.88369553e-03+1.3481688e-02j -9.67002846e-03+3.3984610e-03j]
 [ 0.00000000e+00-0.0000000e+00j  0.00000000e+00-0.0000000e+00j
   0.00000000e+00-0.0000000e+00j ... -1.10062035e-02+1.2175124e-03j
   4.93636401e-03-1.0279239e-03j  1.00849355e-02-3.6934128e-03j]
 ...
 [ 0.00000000e+00+0.0000000e+00j  0.00000000e+00+0.0000000e+00j
   0.00000000e+00+0.0000000e+00j ...  3.99974306e-06+8.3344520e-07j
  -6.28317639e-06+1.8687199e-06j  6.63870451e-05-3.6555030e-05j]
 [ 0.00000000e+00+0.0000000e+00j  0.00000000e+00+0.0000000e+00j
   0.00000000e+00+0.0000000e+00j ... -1.97631971e-06+5.4959668e-07j
  -3.37570583e-07+4.8989246e-08j  1.56750430e-05+6.9653528e-05j]
 [ 0.00000000e+00+0.0000000e+00j  0.00000000e+00+0.0000000e+00j
   0.00000000e+00+0.0000000e+00j ...  1.13186434e-06+0.0000000e+00j
  -8.85612849e-07+0.0000000e+00j -7.05093044e-05+0.0000000e+00j]]","[[-33.996853 -33.996853 -33.996853 ... -33.996853 -33.996853 -33.996853]
 [-33.996853 -33.996853 -33.996853 ... -33.996853 -33.996853 -33.996853]
 [-33.996853 -33.996853 -33.996853 ... -33.996853 -33.996853 -33.996853]
 ...
 [-33.996853 -33.996853 -33.996853 ... -33.996853 -33.996853 -33.996853]
 [-33.996853 -33.996853 -33.996853 ... -33.996853 -33.996853 -33.996853]
 [-33.996853 -33.996853 -33.996853 ... -33.996853 -33.996853 -33.996853]]","[[-552.76701588 -552.76701588 -552.76701588 ... -550.81835811
  -551.11135781 -550.93536189]
 [   0.            0.            0.         ...    2.75397317
     2.33982285    2.58829098]
 [   0.            0.            0.         ...    2.74844208
     2.33493262    2.58211936]
 ...
 [   0.            0.            0.         ...    2.25035183
     1.89366373    2.03032446]
 [   0.            0.            0.         ...    2.19280135
     1.84255793    1.96711119]
 [   0.            0.            0.         ...    2.13279329
     1.78924126    1.90132768]]","[[-4.60319281 -4.60319281 -4.60319281 ... -4.58528149 -4.58797463
  -4.58635694]
 [-2.67690031 -2.67690031 -2.67690031 ... -2.55393475 -2.57242666
  -2.5613325 ]
 [ 0.75271504  0.75271504  0.75271504 ...  0.88362554  0.86392975
   0.87570345]
 ...
 [-0.02751525 -0.02751525 -0.02751525 ...  0.29421217  0.24321732
   0.26275538]
 [ 0.82113516  0.82113516  0.82113516 ...  1.09065426  1.04760554
   1.06291449]
 [ 0.10572863  0.10572863  0.10572863 ...  0.39586158  0.34912674
   0.36437433]]"
2,Beatles/tracks/A Taste of Honey.mp3,"[-2.2161270e-05 -9.6982381e-05 -8.7121072e-05 ...  6.4820408e-05
  5.8186586e-05  1.0715535e-04]",22050,[[0.0625     0.09375    0.11816406 ... 0.09277344 0.07714844 0.0625    ]],"[[-1.6185828e-02+0.0000000e+00j -5.9264041e-03+0.0000000e+00j
  -4.9784262e-04+0.0000000e+00j ...  2.6120283e-04+0.0000000e+00j
  -6.1651422e-03+0.0000000e+00j  8.1096934e-03+0.0000000e+00j]
 [ 1.9998355e-02+8.5042108e-19j -3.4191061e-03+1.0645408e-02j
  -6.7807140e-04-4.5421477e-03j ... -4.3241964e-03-5.7078265e-03j
   9.0122269e-03-8.2506723e-04j -4.7077760e-03+1.5262961e-02j]
 [-2.3622841e-02+2.8179624e-19j  1.2590878e-02+1.5215081e-03j
   2.2569518e-03+2.3568268e-03j ...  3.7838574e-03+2.9016018e-03j
  -1.0603820e-02+2.4678728e-03j -2.5054365e-03-6.7258514e-03j]
 ...
 [ 5.5617271e-05+9.7674508e-20j -2.7003181e-05+8.3825302e-07j
  -2.1069129e-06-1.9322188e-06j ... -4.0543005e-06+1.6614720e-06j
   1.7828860e-06-3.4598829e-06j  1.0319967e-05-2.5949241e-06j]
 [-5.5399731e-05-2.3716923e-20j -3.4463238e-07+2.8484867e-05j
   2.4975759e-06+9.4811935e-07j ...  1.3728232e-06-5.0511079e-07j
  -7.6288808e-07+4.8110240e-07j  2.8935578e-06+9.1703650e-06j]
 [ 5.5442582e-05+0.0000000e+00j  2.6916678e-05+0.0000000e+00j
  -2.5005083e-06+0.0000000e+00j ... -3.5641438e-07+0.0000000e+00j
  -4.0855682e-07+0.0000000e+00j -1.0017318e-05+0.0000000e+00j]]","[[-35.817303 -37.851086 -37.851086 ... -37.851086 -37.851086 -37.851086]
 [-33.980114 -37.851086 -37.851086 ... -37.851086 -37.851086 -35.932537]
 [-32.533356 -37.851086 -37.851086 ... -37.851086 -37.851086 -37.851086]
 ...
 [-37.851086 -37.851086 -37.851086 ... -37.851086 -37.851086 -37.851086]
 [-37.851086 -37.851086 -37.851086 ... -37.851086 -37.851086 -37.851086]
 [-37.851086 -37.851086 -37.851086 ... -37.851086 -37.851086 -37.851086]]","[[-564.12659762 -564.33921068 -564.5967879  ... -564.66614385
  -564.4726999  -564.21649859]
 [   2.18331364    1.88249351    1.51828256 ...    1.42023665
     1.69375664    2.05580362]
 [   2.1809638     1.87972448    1.51568812 ...    1.41775679
     1.69112364    2.05234252]
 ...
 [   1.96419166    1.62553346    1.27696545 ...    1.18959869
     1.44874785    1.73824464]
 [   1.93843967    1.59550486    1.2486907  ...    1.16257818
     1.42002583    1.70162339]
 [   1.91141956    1.56403716    1.21904411 ...    1.13424739
     1.38990673    1.66335975]]","[[-4.0996307  -4.10171904 -4.10424903 ... -4.10493026 -4.10303021
  -4.10051373]
 [-2.6745072  -2.68318614 -2.69369397 ... -2.69652268 -2.68863138
  -2.67818598]
 [ 0.52413454  0.5092015   0.4911555  ...  0.48630084  0.49985218
   0.51775852]
 ...
 [-0.07927832 -0.12750958 -0.17715219 ... -0.18959485 -0.15268716
  -0.1114574 ]
 [ 0.77394153  0.73476807  0.69515147 ...  0.68531483  0.71472309
   0.74688999]
 [ 0.19285059  0.15325101  0.11392381 ...  0.10425747  0.13340116
   0.16457321]]"
3,Beatles/tracks/Across The Universe (#1).mp3,"[-3.3258410e-05 -2.7576098e-05 -3.4801451e-05 ...  9.7542921e-05
  8.4253406e-05  7.3290379e-05]",22050,[[0.03125    0.04394531 0.06738281 ... 0.06933594 0.06152344 0.04492188]],"[[ 7.4782548e-03+0.0000000e+00j  2.5533147e-03+0.0000000e+00j
  -9.3812174e-05+0.0000000e+00j ... -7.5553352e-04+0.0000000e+00j
  -1.2981608e-03+0.0000000e+00j -2.1136757e-03+0.0000000e+00j]
 [-1.1075211e-02-5.1245493e-19j  3.9374214e-03-4.9737855e-03j
  -2.1036728e-03+2.4363049e-03j ...  4.8596400e-04-3.1062015e-03j
   3.1424353e-03+2.7596501e-03j -2.9761461e-03-3.5476186e-03j]
 [ 1.5835276e-02-4.1054525e-19j -9.5439376e-03-4.9551210e-04j
   2.2826702e-03-1.8812800e-03j ...  1.4536274e-03+3.7475084e-03j
  -2.0291882e-03-1.4666269e-03j  9.6620889e-03+2.5492112e-04j]
 ...
 [ 4.6743051e-05+2.8857250e-19j -2.2706636e-05+1.0011781e-06j
  -1.5668252e-06+8.8064849e-07j ...  7.7704806e-07+8.9279905e-07j
  -5.6281499e-07-5.8728415e-07j -1.9613135e-05+8.3039522e-06j]
 [-4.6316865e-05+3.7015340e-19j -5.1825691e-07+2.2924933e-05j
  -8.3336352e-07-6.9976772e-07j ... -9.8012990e-08-3.5259137e-07j
   7.3341033e-07+1.0008310e-07j -4.4166900e-06-2.1848657e-05j]
 [ 4.6896832e-05+0.0000000e+00j  2.4027453e-05+0.0000000e+00j
   1.8476030e-06+0.0000000e+00j ... -3.1468264e-07+0.0000000e+00j
   1.9955253e-07+0.0000000e+00j  2.1981396e-05+0.0000000e+00j]]","[[-34.61757 -34.61757 -34.61757 ... -34.61757 -34.61757 -34.61757]
 [-34.61757 -34.61757 -34.61757 ... -34.61757 -34.61757 -34.61757]
 [-34.61757 -34.61757 -34.61757 ... -34.61757 -34.61757 -34.61757]
 ...
 [-34.61757 -34.61757 -34.61757 ... -34.61757 -34.61757 -34.61757]
 [-34.61757 -34.61757 -34.61757 ... -34.61757 -34.61757 -34.61757]
 [-34.61757 -34.61757 -34.61757 ... -34.61757 -34.61757 -34.61757]]","[[-541.7612912  -541.77705821 -541.70310849 ... -541.74364946
  -541.7102589  -541.72023509]
 [   0.81063679    0.78831319    0.89282014 ...    0.8355254
     0.88271479    0.8686667 ]
 [   0.80911988    0.78671897    0.89100476 ...    0.83382652
     0.88091996    0.86705292]
 ...
 [   0.67147966    0.64012934    0.72408316 ...    0.67761674
     0.71588765    0.71861602]
 [   0.65543503    0.62278079    0.70432883 ...    0.6591301
     0.69635691    0.70104211]
 [   0.63867166    0.60459386    0.68361997 ...    0.63975019
     0.67588245    0.68261728]]","[[-4.42324378 -4.42340923 -4.42263324 ... -4.42305866 -4.42270828
  -4.42281296]
 [-3.89795115 -3.89877617 -3.89491387 ... -3.89703133 -3.89528734
  -3.89580652]
 [ 1.17389349  1.17237029  1.17946143 ...  1.17557347  1.17877569
   1.17783277]
 ...
 [ 0.01562079  0.0107222   0.02384026 ...  0.01657973  0.02255968
   0.022986  ]
 [ 1.22231247  1.21772579  1.22918019 ...  1.22283149  1.22806044
   1.22871853]
 [ 0.90678501  0.90142075  0.91386043 ...  0.90695479  0.91264245
   0.91370259]]"
4,Beatles/tracks/Across The Universe (#2).mp3,"[-2.2679955e-05 -3.9192895e-05 -5.7776483e-06 ... -9.7955281e-06
 -9.2671971e-06 -5.0750852e-05]",22050,[[0.02441406 0.03027344 0.03320312 ... 0.00390625 0.00292969 0.00195312]],"[[ 3.4592298e-03+0.0000000e+00j -4.9122900e-04+0.0000000e+00j
  -2.0327903e-03+0.0000000e+00j ...  3.2054996e-03+0.0000000e+00j
   5.1939441e-04+0.0000000e+00j -8.8441288e-03+0.0000000e+00j]
 [-5.8351359e-03-9.4020657e-20j  3.3101037e-03-3.8214624e-03j
   8.0863194e-04+2.6969952e-03j ... -3.7871881e-03+3.4723105e-03j
  -1.4591492e-03-6.0717883e-03j  6.4887083e-03-2.8697415e-03j]
 [ 8.9925444e-03-3.8285889e-19j -4.4181077e-03+1.5848321e-03j
   2.3141268e-04-1.4137902e-03j ...  1.8219029e-03-3.0845532e-03j
   2.1170278e-03+5.7586706e-03j -6.8566581e-04+2.4518395e-05j]
 ...
 [ 5.9193146e-05-1.6940659e-20j -2.8435494e-05+9.2276412e-07j
  -1.3669768e-06+1.6409285e-08j ... -2.9265706e-07+3.3777886e-07j
   1.3246240e-06-2.9928567e-06j -1.7059590e-05+2.9702456e-05j]
 [-5.8318488e-05+2.3971032e-19j -2.3732125e-07+2.9592084e-05j
   8.6358699e-07+5.7774207e-07j ...  1.2553895e-07-2.6349912e-07j
   2.5034637e-06-1.6899950e-06j -1.7493247e-05-3.0115583e-05j]
 [ 5.8657326e-05+0.0000000e+00j  2.9031076e-05+0.0000000e+00j
  -1.1259269e-06+0.0000000e+00j ... -1.8421254e-07+0.0000000e+00j
   3.2942426e-06+0.0000000e+00j  3.5135352e-05+0.0000000e+00j]]","[[-34.698025 -34.698025 -34.698025 ... -34.698025 -34.698025 -34.698025]
 [-34.698025 -34.698025 -34.698025 ... -34.698025 -34.698025 -34.698025]
 [-34.698025 -34.698025 -34.698025 ... -34.698025 -34.698025 -34.698025]
 ...
 [-34.698025 -34.698025 -34.698025 ... -34.698025 -34.698025 -34.698025]
 [-34.698025 -34.698025 -34.698025 ... -34.698025 -34.698025 -34.698025]
 [-34.698025 -34.698025 -34.698025 ... -34.698025 -34.698025 -34.698025]]","[[-5.39793494e+02 -5.39753963e+02 -5.39738913e+02 ... -5.40066145e+02
  -5.40065113e+02 -5.40120699e+02]
 [ 6.52501091e-01  7.08368147e-01  7.29637038e-01 ...  2.67175344e-01
   2.68633978e-01  1.90075955e-01]
 [ 6.51174357e-01  7.06927818e-01  7.28153463e-01 ...  2.66632095e-01
   2.68087763e-01  1.89689472e-01]
 ...
 [ 5.29182789e-01  5.74491348e-01  5.91740562e-01 ...  2.16681007e-01
   2.17863969e-01  1.54152882e-01]
 [ 5.14745704e-01  5.58818162e-01  5.75596786e-01 ...  2.10769549e-01
   2.11920237e-01  1.49947307e-01]
 [ 4.99611020e-01  5.42387648e-01  5.58672943e-01 ...  2.04572449e-01
   2.05689305e-01  1.45538518e-01]]","[[-3.97269692 -3.97232688 -3.972186   ... -3.97524919 -3.97523953
  -3.97575987]
 [-2.74091574 -2.73909591 -2.73840309 ... -2.75346745 -2.75341993
  -2.7559789 ]
 [ 1.19392095  1.19653696  1.19753289 ...  1.17587783  1.17594614
   1.17226761]
 ...
 [ 0.0681623   0.07429642  0.07663171 ...  0.02585411  0.02601426
   0.01738871]
 [ 1.28446765  1.28998244  1.29208194 ...  1.24643114  1.24657512
   1.23882045]
 [ 0.11930394  0.12531227  0.12759968 ...  0.07786335  0.07802022
   0.06957155]]"
5,Beatles/tracks/Act Naturally.mp3,"[-2.9359117e-05 -7.6590331e-05 -2.4990612e-05 ... -5.8652200e-05
 -1.1178182e-04 -5.2948602e-05]",22050,[[0.03320312 0.05371094 0.08007812 ... 0.0703125  0.04296875 0.02929688]],"[[ 9.9215508e-03+0.00000000e+00j  5.3540915e-03+0.00000000e+00j
  -1.1018789e-03+0.00000000e+00j ...  1.7757296e-03+0.00000000e+00j
   8.0271568e-03+0.00000000e+00j  9.8492354e-03+0.00000000e+00j]
 [-1.0885028e-02-1.37219337e-19j  8.4247347e-04-4.45796410e-03j
  -1.5532858e-03-1.76326977e-03j ... -3.9170147e-03+4.94097779e-03j
  -1.6986148e-03+1.11091381e-03j -8.6111939e-03+4.31375141e-04j]
 [ 1.5141788e-02-1.94286140e-19j -7.6128496e-03-3.33767477e-03j
   4.8947247e-04+1.31358404e-03j ...  2.6974494e-03-3.98256397e-03j
  -5.7820943e-03+5.22197271e-03j  1.1234310e-02-1.54643646e-03j]
 ...
 [ 6.8139285e-05-1.03869464e-19j -3.4473938e-05+1.49755550e-07j
   1.5351961e-06-3.24006493e-07j ... -5.4996502e-07+1.12939483e-06j
   3.5897749e-05+4.04487855e-06j -7.6078395e-05-8.92238131e-06j]
 [-6.9033355e-05+4.23516474e-20j -1.0693215e-06+3.35905352e-05j
  -1.7543861e-06+9.08236643e-07j ...  9.8399880e-07-8.60117837e-07j
  -2.4810647e-06+3.55879929e-05j  7.6078890e-05+4.45019987e-06j]
 [ 7.0107155e-05+0.00000000e+00j  3.6480764e-05+0.00000000e+00j
   1.9689014e-06+0.00000000e+00j ... -1.3026033e-06+0.00000000e+00j
  -3.6047226e-05+0.00000000e+00j -7.6028256e-05+0.00000000e+00j]]","[[-37.55135  -37.55135  -37.55135  ... -37.55135  -37.55135  -37.55135 ]
 [-37.55135  -37.55135  -37.55135  ... -37.55135  -37.55135  -37.55135 ]
 [-36.396454 -37.55135  -37.55135  ... -37.55135  -37.55135  -37.55135 ]
 ...
 [-37.55135  -37.55135  -37.55135  ... -37.55135  -37.55135  -37.55135 ]
 [-37.55135  -37.55135  -37.55135  ... -37.55135  -37.55135  -37.55135 ]
 [-37.55135  -37.55135  -37.55135  ... -37.55135  -37.55135  -37.55135 ]]","[[-576.60558449 -576.96134643 -577.28752567 ... -577.16516906
  -577.27223777 -577.06739212]
 [   2.62814076    2.12582204    1.66516954 ...    1.83805172
     1.68659805    1.97565861]
 [   2.62101341    2.1211054     1.66235442 ...    1.83476853
     1.68320826    1.9703667 ]
 ...
 [   1.98909676    1.69718802    1.40356178 ...    1.53508677
     1.37571312    1.49980116]
 [   1.91743585    1.64832114    1.37294119 ...    1.49991349
     1.33988061    1.44624711]
 [   1.84303649    1.59739466    1.34084215 ...    1.46310816
     1.30244589    1.39060042]]","[[-5.09769361 -5.10160823 -5.10519733 ... -5.10385098 -5.10502911
  -5.1027751 ]
 [-2.86177655 -2.87944235 -2.89564282 ... -2.88956281 -2.89488921
  -2.88472338]
 [ 0.56205271  0.53551352  0.51115928 ...  0.52031242  0.51226637
   0.52751108]
 ...
 [ 0.24630517  0.2008865   0.1552006  ...  0.17566484  0.15086757
   0.17017468]
 [ 0.83160646  0.79311786  0.75373321 ...  0.7718927   0.74900491
   0.76421737]
 [ 0.77257437  0.73841667  0.70274178 ...  0.71974347  0.69740259
   0.70966091]]"
6,Beatles/tracks/All I've Got To Do.mp3,"[-2.6624280e-06 -4.7606750e-06 -2.3428824e-05 ... -5.1617117e-05
  3.6523775e-06 -3.7699541e-05]",22050,[[0.0390625  0.05859375 0.07910156 ... 0.078125   0.07226562 0.05078125]],"[[-1.34532880e-02+0.0000000e+00j -6.20847382e-03+0.0000000e+00j
  -1.59425801e-03+0.0000000e+00j ... -4.54968726e-03+0.0000000e+00j
   1.33696443e-03+0.0000000e+00j  9.85002983e-03+0.0000000e+00j]
 [ 1.48412492e-02+7.2167207e-19j -1.23066572e-03+7.6232948e-03j
   9.55601921e-04-2.5205929e-03j ...  3.22478730e-03+4.1531655e-03j
  -1.87422836e-03+1.2594288e-03j -3.30964383e-03+7.0349476e-03j]
 [-1.61229447e-02+1.6461504e-19j  7.97184277e-03+1.0404914e-03j
   1.30391680e-03+3.6902814e-03j ... -9.32036841e-04-4.5106951e-03j
   1.17746822e-03-1.4539475e-05j -7.65941758e-03-4.2151315e-03j]
 ...
 [ 8.47814954e-05-5.6194832e-20j -4.26236656e-05-1.7022873e-07j
   3.13427051e-07+1.7490240e-07j ...  1.40619363e-07+2.6529921e-07j
   4.54078446e-07-1.3086320e-06j -1.18409125e-05+1.0011483e-05j]
 [-8.36106483e-05+1.6601846e-19j  1.29926002e-06+4.2243471e-05j
   8.20809134e-07-3.5467565e-07j ... -2.32997564e-07-3.2321310e-07j
   9.17028103e-07+2.2828058e-07j -4.74373201e-06-1.5082247e-05j]
 [ 8.23393202e-05+0.0000000e+00j  4.00959580e-05+0.0000000e+00j
  -1.76495575e-06+0.0000000e+00j ... -2.13888868e-07+0.0000000e+00j
   3.46311225e-07+0.0000000e+00j  1.51855011e-05+0.0000000e+00j]]","[[-37.42343  -37.663696 -37.663696 ... -37.663696 -37.663696 -37.663696]
 [-36.57059  -37.663696 -37.663696 ... -37.663696 -37.663696 -37.663696]
 [-35.851112 -37.663696 -37.663696 ... -37.663696 -37.663696 -37.663696]
 ...
 [-37.663696 -37.663696 -37.663696 ... -37.663696 -37.663696 -37.663696]
 [-37.663696 -37.663696 -37.663696 ... -37.663696 -37.663696 -37.663696]
 [-37.663696 -37.663696 -37.663696 ... -37.663696 -37.663696 -37.663696]]","[[-570.66362423 -570.87325915 -571.10460364 ... -570.86261096
  -570.88162054 -570.83734554]
 [   1.89123741    1.59478631    1.26761812 ...    1.60976424
     1.58283088    1.64526077]
 [   1.88881706    1.59241794    1.26525676 ...    1.60715337
     1.58007089    1.64194847]
 ...
 [   1.6678929     1.37435299    1.0480593  ...    1.36686226
     1.32668487    1.34240842]
 [   1.64196126    1.34850505    1.02234494 ...    1.33839393
     1.29674926    1.30762778]
 [   1.61482536    1.3213982     0.99538559 ...    1.30854247
     1.26537882    1.27132131]]","[[-4.38698062 -4.38895149 -4.39112646 ... -4.38885138 -4.3890301
  -4.38861385]
 [-2.30695224 -2.31578775 -2.32553877 ... -2.31534135 -2.31614408
  -2.3142834 ]
 [ 0.21989461  0.20539207  0.18938437 ...  0.20611306  0.20478794
   0.20781556]
 ...
 [ 0.31102332  0.26527726  0.21442677 ...  0.26410989  0.25784854
   0.26029894]
 [ 1.23857816  1.19985748  1.15682161 ...  1.19852334  1.19302845
   1.19446384]
 [ 0.6083843   0.56448501  0.51571066 ...  0.56256168  0.55610402
   0.55699307]]"
7,Beatles/tracks/All My Loving.mp3,"[-1.2179917e-05 -3.4280805e-05 -2.9670076e-05 ... -2.9970362e-05
 -8.9961366e-05 -4.3843644e-05]",22050,[[0.0546875  0.07714844 0.10449219 ... 0.05566406 0.046875   0.04101562]],"[[-1.6140664e-02+0.0000000e+00j -7.3326873e-03+0.0000000e+00j
  -5.1587762e-05+0.0000000e+00j ...  2.4266138e-03+0.0000000e+00j
  -5.3881523e-03+0.0000000e+00j -1.1695561e-02+0.0000000e+00j]
 [ 1.5792713e-02+8.5380921e-19j  8.2115037e-04+9.1160499e-03j
  -2.0468836e-03-1.2758254e-03j ... -2.6102671e-03-3.8742896e-03j
   9.5365389e-04-4.1415961e-03j  9.7767049e-03-2.5080619e-03j]
 [-1.2848178e-02+2.8179624e-19j  5.8941385e-03-8.7846135e-04j
   2.4691341e-03+1.7458275e-03j ... -7.0194359e-04+2.6786556e-03j
   2.4295034e-04-3.4088443e-03j -7.7803847e-03+4.9938806e-03j]
 ...
 [-1.1156838e-05+2.4675232e-19j  6.5012096e-06-1.2264280e-07j
  -5.1465008e-07+1.8610777e-06j ... -7.0480905e-07-5.4565180e-07j
   3.3426229e-05+2.1763075e-05j -9.1519847e-05-5.8894380e-05j]
 [ 1.1821455e-05-3.2526065e-19j  4.9626004e-07-5.3401445e-06j
   2.8380458e-07-5.1067929e-07j ... -5.5332305e-07+2.9937746e-07j
  -1.1784743e-05+3.7844060e-05j  1.0333870e-04+3.0501418e-05j]
 [-1.1948534e-05+0.0000000e+00j -6.5468666e-06+0.0000000e+00j
  -6.5557487e-07+0.0000000e+00j ...  9.4912286e-07+0.0000000e+00j
  -3.8713304e-05+0.0000000e+00j -1.0710701e-04+0.0000000e+00j]]","[[-35.472317 -35.472317 -35.472317 ... -35.472317 -35.472317 -35.472317]
 [-35.472317 -35.472317 -35.472317 ... -35.472317 -35.472317 -35.472317]
 [-35.472317 -35.472317 -35.472317 ... -35.472317 -35.472317 -35.472317]
 ...
 [-35.472317 -35.472317 -35.472317 ... -35.472317 -35.472317 -35.472317]
 [-35.472317 -35.472317 -35.472317 ... -35.472317 -35.472317 -35.472317]
 [-35.472317 -35.472317 -35.472317 ... -35.472317 -35.472317 -35.472317]]","[[-549.81309182 -549.84126775 -549.93891425 ... -550.09046021
  -550.00956809 -549.82817393]
 [   1.27868692    1.2386668     1.10053845 ...    0.8863208
     1.00070014    1.25731862]
 [   1.27720849    1.23666864    1.09843431 ...    0.88451864
     0.99883983    1.25572333]
 ...
 [   1.14088877    1.0527637     0.90491534 ...    0.71881215
     0.82772769    1.10871255]
 [   1.12470336    1.03097505    0.88200707 ...    0.69920163
     0.80746924    1.09126944]
 [   1.10772311    1.00812764    0.85799037 ...    0.67864352
     0.78622992    1.07297254]]","[[-5.1265527  -5.12685153 -5.12788712 ... -5.12949436 -5.12863645
  -5.12671266]
 [-3.3530076  -3.35479126 -3.36094752 ... -3.370495   -3.36539722
  -3.35395997]
 [ 0.52096092  0.51885336  0.51166689 ...  0.50054593  0.50648921
   0.51984396]
 ...
 [-0.09261533 -0.10731557 -0.1319783  ... -0.16302236 -0.14485405
  -0.09798268]
 [ 0.96301476  0.95046723  0.93052471 ...  0.90605231  0.92054623
   0.95853892]
 [ 0.40600317  0.39189133  0.37061814 ...  0.34520619  0.36045028
   0.40107931]]"
